season_id,season_label,event_id,home_team,away_team,match_url,match_date,home_expected_goals,away_expected_goals,is_future_fixture
59708,2024,12246958,Albirex Niigata,Geylang Int.,https://www.sofascore.com/football/match/albirex-niigata-singapore-geylang-international/UkbsGGn#id:12246958,2025-02-09,1.71,0.65,0
59708,2024,12246959,Balestier Khalsa,Lion City Sailors,https://www.sofascore.com/football/match/lion-city-sailors-balestier-khalsa/OkbsQkb#id:12246959,2025-02-23,1.25,4.08,0
59708,2024,12246960,Tampines Rovers,DPMM,https://www.sofascore.com/football/match/brunei-dpmm-fc-tampines-rovers/TkbsKGn#id:12246960,2025-02-23,1.8,0.16,0
59708,2024,12246961,Lion City Sailors,Tanjong Pagar Utd.,https://www.sofascore.com/football/match/lion-city-sailors-tanjong-pagar-united/NkbsQkb#id:12246961,2025-02-09,5.51,0.41,0
59708,2024,12246962,Geylang Int.,Lion City Sailors,https://www.sofascore.com/football/match/geylang-international-lion-city-sailors/QkbsUkb#id:12246962,2025-01-26,0.52,2.28,0
59708,2024,12246963,Balestier Khalsa,Young Lions,https://www.sofascore.com/football/match/young-lions-balestier-khalsa/OkbsHGn#id:12246963,2025-01-25,2.82,1.37,0
59708,2024,12246964,DPMM,Geylang Int.,https://www.sofascore.com/football/match/brunei-dpmm-fc-geylang-international/UkbsKGn#id:12246964,2025-01-18,1.77,3.2,0
59708,2024,12246965,Tanjong Pagar Utd.,DPMM,https://www.sofascore.com/football/match/brunei-dpmm-fc-tanjong-pagar-united/NkbsKGn#id:12246965,2025-01-26,1.98,1.27,0
59708,2024,12246966,Young Lions,Tampines Rovers,https://www.sofascore.com/football/match/young-lions-tampines-rovers/TkbsHGn#id:12246966,2025-02-08,1.17,3.05,0
59708,2024,12246967,Young Lions,Albirex Niigata,https://www.sofascore.com/football/match/young-lions-albirex-niigata-singapore/GGnsHGn#id:12246967,2024-11-23,0.09,1.68,0
59708,2024,12246969,Young Lions,Tanjong Pagar Utd.,https://www.sofascore.com/football/match/young-lions-tanjong-pagar-united/NkbsHGn#id:12246969,2025-01-18,1.53,0.97,0
